rho,s,D,tel_strictly_decreasing,exp_strictly_decreasing,C,c1,c2,C_lower_bound_ok,C_upper_bound_ok,kappa_tel,kappa_exp,identity_lhs,identity_rhs,relative_identity_error,tel_consecutive_diff_max_abs_error,exp_consecutive_diff_max_abs_error
0.1,0.2,28,True,True,0.7346938775510203,0.5604231250720159,1.3767230640603216,True,True,6.842369935950419e+45,9.313225746154772e+18,7.346938775510176e+26,7.346938775510192e+26,2.24483624004267e-15,8.470329472543003e-22,5.551115123125783e-17
0.1,0.2,29,True,True,0.7346938775510203,0.5604231250720159,1.3767230640603216,True,True,3.4211849679752085e+47,4.656612873077386e+19,7.346938775510175e+27,7.346938775510191e+27,2.2448362400426706e-15,8.470329472543003e-22,5.551115123125783e-17
0.1,0.2,30,True,True,0.7346938775510203,0.5604231250720159,1.3767230640603216,True,True,1.7105924839876038e+49,2.3283064365386927e+20,7.346938775510174e+28,7.346938775510191e+28,2.3944919893788486e-15,8.470329472543003e-22,5.551115123125783e-17
0.1,0.2,31,True,True,0.7346938775510203,0.5604231250720159,1.3767230640603216,True,True,8.552962419938019e+50,1.1641532182693463e+21,7.346938775510173e+29,7.346938775510191e+29,2.4902716689540026e-15,8.470329472543003e-22,5.551115123125783e-17
0.1,0.2,32,True,True,0.7346938775510203,0.5604231250720159,1.3767230640603216,True,True,4.2764812099690083e+52,5.820766091346732e+21,7.346938775510171e+30,7.34693877551019e+30,2.6052072844441876e-15,8.470329472543003e-22,5.551115123125783e-17
0.1,0.2,33,True,True,0.7346938775510203,0.5604231250720159,1.3767230640603216,True,True,2.1382406049845036e+54,2.9103830456733648e+22,7.346938775510172e+31,7.346938775510191e+31,2.574557786980138e-15,8.470329472543003e-22,5.551115123125783e-17
0.1,0.2,34,True,True,0.7346938775510203,0.5604231250720159,1.3767230640603216,True,True,1.0691203024922517e+56,1.4551915228366828e+23,7.346938775510169e+32,7.346938775510191e+32,2.9423517565487295e-15,8.470329472543003e-22,5.551115123125783e-17
0.1,0.2,35,True,True,0.7346938775510203,0.5604231250720159,1.3767230640603216,True,True,5.345601512461257e+57,7.275957614183412e+23,7.34693877551017e+33,7.346938775510189e+33,2.6677322592708484e-15,8.470329472543003e-22,5.551115123125783e-17
0.1,0.2,36,True,True,0.7346938775510203,0.5604231250720159,1.3767230640603216,True,True,2.6728007562306284e+59,3.637978807091706e+24,7.346938775510169e+34,7.346938775510189e+34,2.761887515480408e-15,8.470329472543003e-22,5.551115123125783e-17
0.1,0.2,37,True,True,0.7346938775510203,0.5604231250720159,1.3767230640603216,True,True,1.3364003781153137e+61,1.818989403545853e+25,7.346938775510167e+35,7.346938775510188e+35,2.8121036521255066e-15,8.470329472543003e-22,5.551115123125783e-17
