seed,method,regime,epsilon,leaf_accuracy,macro_f1,path_accuracy,wrong_parent_rate,nll,ece,wrong_branch_mass_mean,catastrophic_wrong_branch
37,hard_map,corrupted,0.3,0.4917707150964813,0.4833934929703545,0.4917707150964813,0.28504540295119185,8.618054389953613,0.15027889491256569,0.2850454060633526,0.28504540295119185
37,tree,corrupted,0.3,0.57761066969353,0.5697817481881284,0.57761066969353,0.20005675368898979,1.5828958642916855,0.03299381241211622,0.2685209230588339,0.22488649262202043
37,poincare,corrupted,0.3,0.5794551645856981,0.5715427949742633,0.5794551645856981,0.20005675368898979,1.5803428716547616,0.03338137218953549,0.27205158481821046,0.2267309875141884
37,ultrametric,corrupted,0.3,0.5783200908059024,0.5704740228554608,0.5783200908059024,0.1996311010215664,1.5816509402859453,0.03322702287034094,0.270052931023585,0.22602156640181612
37,geometric_shell,corrupted,0.3,0.5781782065834279,0.5703509577196049,0.5781782065834279,0.20005675368898979,1.5814224618818318,0.03307043294626124,0.27036207059154777,0.22587968217934165
37,vanilla,corrupted,0.4,0.5803064699205448,0.5722663550042826,0.5803064699205448,0.2017593643586833,1.5778706073760986,0.032814243326342064,0.27794550411682256,0.23141316685584562
37,hard_map,corrupted,0.4,0.4013904653802497,0.3947471525586408,0.4013904653802497,0.42182179341657206,12.245770454406738,0.21199350949761614,0.4218217959367458,0.42182179341657206
37,tree,corrupted,0.4,0.5773269012485811,0.5694844719341234,0.5773269012485811,0.20048240635641318,1.5853020862488278,0.03376583040075768,0.2709196964753845,0.2271566401816118
37,poincare,corrupted,0.4,0.5794551645856981,0.5716559486708388,0.5794551645856981,0.20034052213393871,1.5818985754134938,0.03439538213045127,0.27359811927872746,0.22772417707150966
37,ultrametric,corrupted,0.4,0.57761066969353,0.5697327157343487,0.57761066969353,0.201049943246311,1.5837226999911125,0.03402127567787243,0.27209645205231153,0.22744040862656073
37,geometric_shell,corrupted,0.4,0.5783200908059024,0.5703822026482198,0.5783200908059024,0.20076617480136208,1.5834242517398167,0.03438173697513491,0.2723322744569508,0.22729852440408627
41,vanilla,exact,0.0,0.5766174801362088,0.5735024405412675,0.5766174801362088,0.1996311010215664,1.5795719623565674,0.03192155997646247,0.2781385548167548,0.22956867196367764
41,hard_map,exact,0.0,0.6845913734392736,0.6725942715921959,0.6845913734392736,0.0,1.0458464622497559,0.02515307284900061,3.61957831496413e-09,0.0
41,tree,exact,0.0,0.6047105561861521,0.5986146774873706,0.6047105561861521,0.1525255391600454,1.454134011272167,0.03387033684317751,0.2246990496289882,0.17153802497162315
41,poincare,exact,0.0,0.6020147559591373,0.5964422305692652,0.6020147559591373,0.15635641316685583,1.4642532745097725,0.03292835515419743,0.22897894158358534,0.17622020431328037
41,ultrametric,exact,0.0,0.6004540295119183,0.5949182036210224,0.6004540295119183,0.15961975028376846,1.4732096210271848,0.03259631899708619,0.233147155947818,0.18104426787741204
41,geometric_shell,exact,0.0,0.5988933030646992,0.5935533619170975,0.5988933030646992,0.16146424517593644,1.4771096654906497,0.031807044676016374,0.23485943129628997,0.18345629965947788
41,vanilla,predicted,0.0,0.5766174801362088,0.5735024405412675,0.5766174801362088,0.1996311010215664,1.5795719623565674,0.03192155997646247,0.2781385548167548,0.22956867196367764
41,hard_map,predicted,0.0,0.52894438138479,0.5240325408840367,0.52894438138479,0.23112939841089672,7.175846576690674,0.12711431387025404,0.23112940123552092,0.23112939841089672
41,tree,predicted,0.0,0.5774687854710556,0.5729361134927737,0.5774687854710556,0.1935300794551646,1.5775124922879462,0.03263205481168008,0.261624949257592,0.21835981838819524
41,poincare,predicted,0.0,0.5773269012485811,0.5730951106685077,0.5773269012485811,0.1938138479001135,1.5774801969528198,0.032169241282695674,0.26285199344022864,0.219211123723042
41,ultrametric,predicted,0.0,0.5774687854710556,0.5730354657261065,0.5774687854710556,0.1942395005675369,1.5771619510938937,0.03254854789583929,0.26413548338248605,0.22006242905788875
